neighborhood,month,theft_count,lon,lat,time_index,month_of_year,year
Bayview Woods-Steeles (49),2018-05-01,1,-79.3821179554524,43.796801856085374,53,5,2018
Bedford Park-Nortown (39),2018-05-01,2,-79.42022735886505,43.73148619626069,53,5,2018
Beechborough-Greenbrook (112),2018-05-01,0,-79.47947250865478,43.69321648359968,53,5,2018
Bendale (127),2018-05-01,0,-79.25740036192514,43.760366271465735,53,5,2018
Birchcliffe-Cliffside (122),2018-05-01,0,-79.26509262187423,43.69468193885,53,5,2018
Black Creek (24),2018-05-01,0,-79.52197931718258,43.76489023887292,53,5,2018
Blake-Jones (69),2018-05-01,1,-79.3373941737337,43.676172877463664,53,5,2018
Briar Hill-Belgravia (108),2018-05-01,1,-79.45285129984684,43.69902437760449,53,5,2018
Bridle Path-Sunnybrook-York Mills (41),2018-05-01,0,-79.37890416227515,43.73101311194996,53,5,2018
Broadview North (57),2018-05-01,0,-79.35562951364216,43.68882511190598,53,5,2018
Brookhaven-Amesbury (30),2018-05-01,0,-79.48558926457817,43.70132629947939,53,5,2018
Cabbagetown-South St.James Town (71),2018-05-01,2,-79.36610665903528,43.66764772385686,53,5,2018
Caledonia-Fairbank (109),2018-05-01,0,-79.4552120795635,43.688568647155336,53,5,2018
Casa Loma (96),2018-05-01,0,-79.40800664807479,43.68185209508544,53,5,2018
Centennial Scarborough (133),2018-05-01,0,-79.15084326996072,43.78237648034414,53,5,2018
Church-Yonge Corridor (75),2018-05-01,32,-79.37901716162628,43.65964884944928,53,5,2018
Clairlea-Birchmount (120),2018-05-01,4,-79.28138177798613,43.71359235501493,53,5,2018
Clanton Park (33),2018-05-01,2,-79.44630257728986,43.741978417593174,53,5,2018
Cliffcrest (123),2018-05-01,0,-79.23552957479994,43.721121141067144,53,5,2018
Corso Italia-Davenport (92),2018-05-01,1,-79.44746932943953,43.67766090308253,53,5,2018
Danforth (66),2018-05-01,3,-79.32981941388597,43.68402547142561,53,5,2018
Danforth East York (59),2018-05-01,0,-79.33140338933542,43.68946809019784,53,5,2018
Don Valley Village (47),2018-05-01,2,-79.35364413195393,43.783293676309825,53,5,2018
Dorset Park (126),2018-05-01,0,-79.2789079328611,43.75927434447322,53,5,2018
Dovercourt-Wallace Emerson-Junction (93),2018-05-01,4,-79.43854070116043,43.6656769257464,53,5,2018
Downsview-Roding-CFB (26),2018-05-01,1,-79.49049738436791,43.733292312253184,53,5,2018
Dufferin Grove (83),2018-05-01,0,-79.43734103751373,43.655428330164874,53,5,2018
East End-Danforth (62),2018-05-01,3,-79.29935867382727,43.68417387262764,53,5,2018
Edenbridge-Humber Valley (9),2018-05-01,2,-79.52245776503415,43.67088588914698,53,5,2018
Eglinton East (138),2018-05-01,0,-79.24559804211357,43.74092229023796,53,5,2018
Elms-Old Rexdale (5),2018-05-01,1,-79.54898271587403,43.72151885714892,53,5,2018
Englemount-Lawrence (32),2018-05-01,3,-79.43740854668668,43.720344647265435,53,5,2018
Eringate-Centennial-West Deane (11),2018-05-01,0,-79.58044525351775,43.65801672874765,53,5,2018
Etobicoke West Mall (13),2018-05-01,1,-79.56893876872303,43.64506261667645,53,5,2018
Flemingdon Park (44),2018-05-01,0,-79.33264596751758,43.71592974897502,53,5,2018
Forest Hill North (102),2018-05-01,0,-79.42814316750712,43.704217556724494,53,5,2018
Forest Hill South (101),2018-05-01,3,-79.41431786345333,43.69452574891732,53,5,2018
Glenfield-Jane Heights (25),2018-05-01,1,-79.51346530987723,43.74563573564186,53,5,2018
Greenwood-Coxwell (65),2018-05-01,1,-79.32431802090154,43.67261230021652,53,5,2018
Guildwood (140),2018-05-01,0,-79.19505535944825,43.74882932678334,53,5,2018
Henry Farm (53),2018-05-01,0,-79.34124066861594,43.771144139011675,53,5,2018
High Park North (88),2018-05-01,6,-79.46630216770625,43.65756491093699,53,5,2018
High Park-Swansea (87),2018-05-01,2,-79.46787222692247,43.64506457452669,53,5,2018
Highland Creek (134),2018-05-01,0,-79.1774724769542,43.79077475905604,53,5,2018
Hillcrest Village (48),2018-05-01,1,-79.35480400470398,43.80298781590062,53,5,2018
Humber Heights-Westmount (8),2018-05-01,1,-79.52241619766016,43.69223279051614,53,5,2018
Humber Summit (21),2018-05-01,0,-79.55617474460846,43.75891973308504,53,5,2018
Humbermede (22),2018-05-01,0,-79.54236711801718,43.7434295073787,53,5,2018
Humewood-Cedarvale (106),2018-05-01,1,-79.42768334947216,43.69136980411722,53,5,2018
Ionview (125),2018-05-01,0,-79.27247049505847,43.7353644000892,53,5,2018
Islington-City Centre West (14),2018-05-01,1,-79.54331653804603,43.633463294702935,53,5,2018
Junction Area (90),2018-05-01,1,-79.47143987276426,43.667889760215104,53,5,2018
Keelesdale-Eglinton West (110),2018-05-01,0,-79.4714371056747,43.68572746919965,53,5,2018
Kennedy Park (124),2018-05-01,4,-79.2603822126536,43.72555571340649,53,5,2018
Kensington-Chinatown (78),2018-05-01,23,-79.39723987739471,43.6535541286232,53,5,2018
Kingsview Village-The Westway (6),2018-05-01,2,-79.54786330865342,43.69899255941022,53,5,2018
Kingsway South (15),2018-05-01,1,-79.51057680194461,43.65352042227594,53,5,2018
L'Amoreaux (117),2018-05-01,1,-79.31408424727546,43.795716009853194,53,5,2018
Lambton Baby Point (114),2018-05-01,0,-79.49604524953277,43.65742012275136,53,5,2018
Lansing-Westgate (38),2018-05-01,0,-79.42474772579611,43.754271137278266,53,5,2018
Lawrence Park North (105),2018-05-01,3,-79.40397836524139,43.73006016831148,53,5,2018
Lawrence Park South (103),2018-05-01,2,-79.40603941914907,43.717211693960785,53,5,2018
Leaside-Bennington (56),2018-05-01,3,-79.36607234417629,43.703796594874674,53,5,2018
Little Portugal (84),2018-05-01,5,-79.43032271138112,43.64753592717682,53,5,2018
Long Branch (19),2018-05-01,2,-79.53334545408563,43.592361683027136,53,5,2018
Malvern (132),2018-05-01,0,-79.2225166213798,43.80365817700939,53,5,2018
Maple Leaf (29),2018-05-01,0,-79.48075801837139,43.715573934512385,53,5,2018
Markland Wood (12),2018-05-01,0,-79.57343154487708,43.63354173983873,53,5,2018
Milliken (130),2018-05-01,0,-79.27500893756222,43.82069077354423,53,5,2018
Mimico (includes Humber Bay Shores) (17),2018-05-01,7,-79.50013665098422,43.61592384473713,53,5,2018
Morningside (135),2018-05-01,1,-79.20704118793313,43.78239859566863,53,5,2018
Moss Park (73),2018-05-01,21,-79.36729702995146,43.656517618834606,53,5,2018
Mount Dennis (115),2018-05-01,0,-79.49998905493412,43.68814408279304,53,5,2018
Mount Olive-Silverstone-Jamestown (2),2018-05-01,0,-79.58725925980302,43.74686777792156,53,5,2018
Mount Pleasant East (99),2018-05-01,4,-79.38492394099212,43.70485215179517,53,5,2018
Mount Pleasant West (104),2018-05-01,6,-79.3933595525685,43.70443516328523,53,5,2018
New Toronto (18),2018-05-01,2,-79.51035809204086,43.60058858826094,53,5,2018
Newtonbrook East (50),2018-05-01,1,-79.40593744835854,43.79153578050072,53,5,2018
Newtonbrook West (36),2018-05-01,1,-79.4314215134344,43.785829927437725,53,5,2018
Niagara (82),2018-05-01,10,-79.41242040394009,43.63668087060661,53,5,2018
North Riverdale (68),2018-05-01,9,-79.35126041348335,43.67199514515696,53,5,2018
North St.James Town (74),2018-05-01,6,-79.37524657752182,43.669623407232905,53,5,2018
O'Connor-Parkview (54),2018-05-01,1,-79.31222776491182,43.70680048177226,53,5,2018
Oakridge (121),2018-05-01,0,-79.2797083448345,43.697408127371254,53,5,2018
Oakwood Village (107),2018-05-01,1,-79.43978547678283,43.68856555117282,53,5,2018
Old East York (58),2018-05-01,0,-79.33548836287208,43.69678126729079,53,5,2018
Palmerston-Little Italy (80),2018-05-01,16,-79.4184087281674,43.65915710120554,53,5,2018
Parkwoods-Donalda (45),2018-05-01,0,-79.33017950831689,43.755033453591466,53,5,2018
Pelmo Park-Humberlea (23),2018-05-01,0,-79.528282190996,43.7175145822485,53,5,2018
Playter Estates-Danforth (67),2018-05-01,1,-79.35488728710035,43.67970046819963,53,5,2018
Pleasant View (46),2018-05-01,0,-79.3349484197622,43.78698174107935,53,5,2018
Princess-Rosethorn (10),2018-05-01,0,-79.54455928434245,43.66605058821453,53,5,2018
Regent Park (72),2018-05-01,4,-79.3605088053568,43.659992140783885,53,5,2018
Rexdale-Kipling (4),2018-05-01,0,-79.56622840704554,43.723725464196825,53,5,2018
Rockcliffe-Smythe (111),2018-05-01,0,-79.49442045588019,43.67479044210717,53,5,2018
Roncesvalles (86),2018-05-01,4,-79.44299244306902,43.64612298805443,53,5,2018
Rosedale-Moore Park (98),2018-05-01,8,-79.37966939989423,43.6828204124932,53,5,2018
Rouge (131),2018-05-01,0,-79.18634336248219,43.82120115363213,53,5,2018
Runnymede-Bloor West Village (89),2018-05-01,1,-79.48570817771532,43.65926881162892,53,5,2018
Rustic (28),2018-05-01,0,-79.49809146920876,43.71160911048926,53,5,2018
Scarborough Village (139),2018-05-01,0,-79.2168126191311,43.73865184898304,53,5,2018
South Parkdale (85),2018-05-01,3,-79.4393378322998,43.636699519318434,53,5,2018
South Riverdale (70),2018-05-01,13,-79.33565132290826,43.6492919996662,53,5,2018
St.Andrew-Windfields (40),2018-05-01,1,-79.37903710013872,43.75624582245125,53,5,2018
Steeles (116),2018-05-01,0,-79.32120701072853,43.81295881783217,53,5,2018
Stonegate-Queensway (16),2018-05-01,2,-79.50112821107008,43.63551811593917,53,5,2018
Tam O'Shanter-Sullivan (118),2018-05-01,0,-79.30291871972979,43.78012984045799,53,5,2018
Taylor-Massey (61),2018-05-01,2,-79.2959011185942,43.69499818569401,53,5,2018
The Beaches (63),2018-05-01,1,-79.29960131609589,43.67104998326742,53,5,2018
Thistletown-Beaumond Heights (3),2018-05-01,0,-79.56349101320373,43.737987910453754,53,5,2018
Thorncliffe Park (55),2018-05-01,2,-79.34998360500312,43.70774920521462,53,5,2018
Trinity-Bellwoods (81),2018-05-01,10,-79.4153421638998,43.65017629672643,53,5,2018
University (79),2018-05-01,12,-79.40117974868369,43.66250619981047,53,5,2018
Victoria Village (43),2018-05-01,1,-79.31487382056616,43.72848900069367,53,5,2018
Waterfront Communities-The Island (77),2018-05-01,54,-79.3772023229936,43.63388032715952,53,5,2018
West Hill (136),2018-05-01,0,-79.17667602852293,43.767490240825325,53,5,2018
West Humber-Clairville (1),2018-05-01,0,-79.59635638981665,43.71618025578886,53,5,2018
Westminster-Branson (35),2018-05-01,0,-79.45241822037676,43.77881319903913,53,5,2018
Weston (113),2018-05-01,1,-79.51572254704779,43.70271604054647,53,5,2018
Weston-Pellam Park (91),2018-05-01,0,-79.46024390773562,43.673962032485946,53,5,2018
Wexford/Maryvale (119),2018-05-01,1,-79.29863655575355,43.7485720898956,53,5,2018
Willowdale East (51),2018-05-01,0,-79.40148379055928,43.770602244553096,53,5,2018
Willowdale West (37),2018-05-01,2,-79.42755780279825,43.77121048659164,53,5,2018
Willowridge-Martingrove-Richview (7),2018-05-01,0,-79.55422105562268,43.68364495301322,53,5,2018
Woburn (137),2018-05-01,1,-79.22858575507915,43.76674020159054,53,5,2018
Woodbine Corridor (64),2018-05-01,1,-79.31540737735443,43.67677291736932,53,5,2018
Woodbine-Lumsden (60),2018-05-01,0,-79.31116352540957,43.69410673833721,53,5,2018
Wychwood (94),2018-05-01,0,-79.42551494769461,43.67691926447834,53,5,2018
Yonge-Eglinton (100),2018-05-01,3,-79.40359016622641,43.70468936092784,53,5,2018
Yonge-St.Clair (97),2018-05-01,0,-79.39787076624125,43.68785886372433,53,5,2018
York University Heights (27),2018-05-01,7,-79.48888293166782,43.76573645429017,53,5,2018
Yorkdale-Glen Park (31),2018-05-01,2,-79.45710807275005,43.71467151108852,53,5,2018
Agincourt North (129),2018-06-01,0,-79.26671216328295,43.805440562864696,54,6,2018
Agincourt South-Malvern West (128),2018-06-01,2,-79.2656118002269,43.788657536163946,54,6,2018
Alderwood (20),2018-06-01,3,-79.54161093042093,43.60493688403101,54,6,2018
Annex (95),2018-06-01,22,-79.40400062928025,43.67158543003155,54,6,2018
Banbury-Don Mills (42),2018-06-01,2,-79.34971796126571,43.73765697400432,54,6,2018
Bathurst Manor (34),2018-06-01,3,-79.45605514611319,43.76481328101867,54,6,2018
Bay Street Corridor (76),2018-06-01,40,-79.38572124534863,43.657511330997565,54,6,2018
Bayview Village (52),2018-06-01,3,-79.37711685879394,43.776360508669505,54,6,2018
Bayview Woods-Steeles (49),2018-06-01,0,-79.3821179554524,43.796801856085374,54,6,2018
Bedford Park-Nortown (39),2018-06-01,2,-79.42022735886505,43.73148619626069,54,6,2018
Beechborough-Greenbrook (112),2018-06-01,0,-79.47947250865478,43.69321648359968,54,6,2018
Bendale (127),2018-06-01,0,-79.25740036192514,43.760366271465735,54,6,2018
Birchcliffe-Cliffside (122),2018-06-01,2,-79.26509262187423,43.69468193885,54,6,2018
Black Creek (24),2018-06-01,2,-79.52197931718258,43.76489023887292,54,6,2018
Blake-Jones (69),2018-06-01,1,-79.3373941737337,43.676172877463664,54,6,2018
Briar Hill-Belgravia (108),2018-06-01,2,-79.45285129984684,43.69902437760449,54,6,2018
Bridle Path-Sunnybrook-York Mills (41),2018-06-01,1,-79.37890416227515,43.73101311194996,54,6,2018
Broadview North (57),2018-06-01,0,-79.35562951364216,43.68882511190598,54,6,2018
Brookhaven-Amesbury (30),2018-06-01,0,-79.48558926457817,43.70132629947939,54,6,2018
Cabbagetown-South St.James Town (71),2018-06-01,7,-79.36610665903528,43.66764772385686,54,6,2018
Caledonia-Fairbank (109),2018-06-01,0,-79.4552120795635,43.688568647155336,54,6,2018
Casa Loma (96),2018-06-01,5,-79.40800664807479,43.68185209508544,54,6,2018
Centennial Scarborough (133),2018-06-01,0,-79.15084326996072,43.78237648034414,54,6,2018
Church-Yonge Corridor (75),2018-06-01,46,-79.37901716162628,43.65964884944928,54,6,2018
Clairlea-Birchmount (120),2018-06-01,0,-79.28138177798613,43.71359235501493,54,6,2018
Clanton Park (33),2018-06-01,0,-79.44630257728986,43.741978417593174,54,6,2018
Cliffcrest (123),2018-06-01,1,-79.23552957479994,43.721121141067144,54,6,2018
Corso Italia-Davenport (92),2018-06-01,1,-79.44746932943953,43.67766090308253,54,6,2018
Danforth (66),2018-06-01,0,-79.32981941388597,43.68402547142561,54,6,2018
Danforth East York (59),2018-06-01,3,-79.33140338933542,43.68946809019784,54,6,2018
Don Valley Village (47),2018-06-01,1,-79.35364413195393,43.783293676309825,54,6,2018
Dorset Park (126),2018-06-01,0,-79.2789079328611,43.75927434447322,54,6,2018
Dovercourt-Wallace Emerson-Junction (93),2018-06-01,10,-79.43854070116043,43.6656769257464,54,6,2018
Downsview-Roding-CFB (26),2018-06-01,1,-79.49049738436791,43.733292312253184,54,6,2018
Dufferin Grove (83),2018-06-01,2,-79.43734103751373,43.655428330164874,54,6,2018
East End-Danforth (62),2018-06-01,7,-79.29935867382727,43.68417387262764,54,6,2018
Edenbridge-Humber Valley (9),2018-06-01,1,-79.52245776503415,43.67088588914698,54,6,2018
Eglinton East (138),2018-06-01,0,-79.24559804211357,43.74092229023796,54,6,2018
Elms-Old Rexdale (5),2018-06-01,0,-79.54898271587403,43.72151885714892,54,6,2018
Englemount-Lawrence (32),2018-06-01,1,-79.43740854668668,43.720344647265435,54,6,2018
Eringate-Centennial-West Deane (11),2018-06-01,0,-79.58044525351775,43.65801672874765,54,6,2018
Etobicoke West Mall (13),2018-06-01,0,-79.56893876872303,43.64506261667645,54,6,2018
Flemingdon Park (44),2018-06-01,2,-79.33264596751758,43.71592974897502,54,6,2018
Forest Hill North (102),2018-06-01,0,-79.42814316750712,43.704217556724494,54,6,2018
Forest Hill South (101),2018-06-01,3,-79.41431786345333,43.69452574891732,54,6,2018
Glenfield-Jane Heights (25),2018-06-01,0,-79.51346530987723,43.74563573564186,54,6,2018
Greenwood-Coxwell (65),2018-06-01,4,-79.32431802090154,43.67261230021652,54,6,2018
Guildwood (140),2018-06-01,0,-79.19505535944825,43.74882932678334,54,6,2018
Henry Farm (53),2018-06-01,0,-79.34124066861594,43.771144139011675,54,6,2018
High Park North (88),2018-06-01,5,-79.46630216770625,43.65756491093699,54,6,2018
High Park-Swansea (87),2018-06-01,3,-79.46787222692247,43.64506457452669,54,6,2018
Highland Creek (134),2018-06-01,0,-79.1774724769542,43.79077475905604,54,6,2018
Hillcrest Village (48),2018-06-01,2,-79.35480400470398,43.80298781590062,54,6,2018
Humber Heights-Westmount (8),2018-06-01,0,-79.52241619766016,43.69223279051614,54,6,2018
Humber Summit (21),2018-06-01,0,-79.55617474460846,43.75891973308504,54,6,2018
Humbermede (22),2018-06-01,0,-79.54236711801718,43.7434295073787,54,6,2018
Humewood-Cedarvale (106),2018-06-01,1,-79.42768334947216,43.69136980411722,54,6,2018
Ionview (125),2018-06-01,0,-79.27247049505847,43.7353644000892,54,6,2018
Islington-City Centre West (14),2018-06-01,1,-79.54331653804603,43.633463294702935,54,6,2018
Junction Area (90),2018-06-01,4,-79.47143987276426,43.667889760215104,54,6,2018
Keelesdale-Eglinton West (110),2018-06-01,0,-79.4714371056747,43.68572746919965,54,6,2018
Kennedy Park (124),2018-06-01,2,-79.2603822126536,43.72555571340649,54,6,2018
Kensington-Chinatown (78),2018-06-01,24,-79.39723987739471,43.6535541286232,54,6,2018
Kingsview Village-The Westway (6),2018-06-01,0,-79.54786330865342,43.69899255941022,54,6,2018
Kingsway South (15),2018-06-01,2,-79.51057680194461,43.65352042227594,54,6,2018
L'Amoreaux (117),2018-06-01,3,-79.31408424727546,43.795716009853194,54,6,2018
Lambton Baby Point (114),2018-06-01,3,-79.49604524953277,43.65742012275136,54,6,2018
Lansing-Westgate (38),2018-06-01,0,-79.42474772579611,43.754271137278266,54,6,2018
Lawrence Park North (105),2018-06-01,1,-79.40397836524139,43.73006016831148,54,6,2018
Lawrence Park South (103),2018-06-01,0,-79.40603941914907,43.717211693960785,54,6,2018
Leaside-Bennington (56),2018-06-01,5,-79.36607234417629,43.703796594874674,54,6,2018
Little Portugal (84),2018-06-01,8,-79.43032271138112,43.64753592717682,54,6,2018
Long Branch (19),2018-06-01,15,-79.53334545408563,43.592361683027136,54,6,2018
Malvern (132),2018-06-01,2,-79.2225166213798,43.80365817700939,54,6,2018
Maple Leaf (29),2018-06-01,0,-79.48075801837139,43.715573934512385,54,6,2018
Markland Wood (12),2018-06-01,0,-79.57343154487708,43.63354173983873,54,6,2018
Milliken (130),2018-06-01,0,-79.27500893756222,43.82069077354423,54,6,2018
Mimico (includes Humber Bay Shores) (17),2018-06-01,7,-79.50013665098422,43.61592384473713,54,6,2018
Morningside (135),2018-06-01,0,-79.20704118793313,43.78239859566863,54,6,2018
Moss Park (73),2018-06-01,18,-79.36729702995146,43.656517618834606,54,6,2018
Mount Dennis (115),2018-06-01,1,-79.49998905493412,43.68814408279304,54,6,2018
Mount Olive-Silverstone-Jamestown (2),2018-06-01,0,-79.58725925980302,43.74686777792156,54,6,2018
Mount Pleasant East (99),2018-06-01,8,-79.38492394099212,43.70485215179517,54,6,2018
Mount Pleasant West (104),2018-06-01,2,-79.3933595525685,43.70443516328523,54,6,2018
New Toronto (18),2018-06-01,9,-79.51035809204086,43.60058858826094,54,6,2018
Newtonbrook East (50),2018-06-01,1,-79.40593744835854,43.79153578050072,54,6,2018
Newtonbrook West (36),2018-06-01,1,-79.4314215134344,43.785829927437725,54,6,2018
Niagara (82),2018-06-01,20,-79.41242040394009,43.63668087060661,54,6,2018
North Riverdale (68),2018-06-01,2,-79.35126041348335,43.67199514515696,54,6,2018
North St.James Town (74),2018-06-01,6,-79.37524657752182,43.669623407232905,54,6,2018
O'Connor-Parkview (54),2018-06-01,1,-79.31222776491182,43.70680048177226,54,6,2018
Oakridge (121),2018-06-01,1,-79.2797083448345,43.697408127371254,54,6,2018
Oakwood Village (107),2018-06-01,1,-79.43978547678283,43.68856555117282,54,6,2018
Old East York (58),2018-06-01,1,-79.33548836287208,43.69678126729079,54,6,2018
Palmerston-Little Italy (80),2018-06-01,9,-79.4184087281674,43.65915710120554,54,6,2018
Parkwoods-Donalda (45),2018-06-01,0,-79.33017950831689,43.755033453591466,54,6,2018
Pelmo Park-Humberlea (23),2018-06-01,2,-79.528282190996,43.7175145822485,54,6,2018
Playter Estates-Danforth (67),2018-06-01,2,-79.35488728710035,43.67970046819963,54,6,2018
Pleasant View (46),2018-06-01,0,-79.3349484197622,43.78698174107935,54,6,2018
Princess-Rosethorn (10),2018-06-01,1,-79.54455928434245,43.66605058821453,54,6,2018
Regent Park (72),2018-06-01,11,-79.3605088053568,43.659992140783885,54,6,2018
Rexdale-Kipling (4),2018-06-01,0,-79.56622840704554,43.723725464196825,54,6,2018
Rockcliffe-Smythe (111),2018-06-01,1,-79.49442045588019,43.67479044210717,54,6,2018
Roncesvalles (86),2018-06-01,13,-79.44299244306902,43.64612298805443,54,6,2018
Rosedale-Moore Park (98),2018-06-01,12,-79.37966939989423,43.6828204124932,54,6,2018
Rouge (131),2018-06-01,4,-79.18634336248219,43.82120115363213,54,6,2018
Runnymede-Bloor West Village (89),2018-06-01,0,-79.48570817771532,43.65926881162892,54,6,2018
Rustic (28),2018-06-01,0,-79.49809146920876,43.71160911048926,54,6,2018
Scarborough Village (139),2018-06-01,0,-79.2168126191311,43.73865184898304,54,6,2018
South Parkdale (85),2018-06-01,1,-79.4393378322998,43.636699519318434,54,6,2018
South Riverdale (70),2018-06-01,23,-79.33565132290826,43.6492919996662,54,6,2018
St.Andrew-Windfields (40),2018-06-01,1,-79.37903710013872,43.75624582245125,54,6,2018
Steeles (116),2018-06-01,0,-79.32120701072853,43.81295881783217,54,6,2018
Stonegate-Queensway (16),2018-06-01,0,-79.50112821107008,43.63551811593917,54,6,2018
Tam O'Shanter-Sullivan (118),2018-06-01,1,-79.30291871972979,43.78012984045799,54,6,2018
Taylor-Massey (61),2018-06-01,3,-79.2959011185942,43.69499818569401,54,6,2018
The Beaches (63),2018-06-01,5,-79.29960131609589,43.67104998326742,54,6,2018
Thistletown-Beaumond Heights (3),2018-06-01,0,-79.56349101320373,43.737987910453754,54,6,2018
Thorncliffe Park (55),2018-06-01,0,-79.34998360500312,43.70774920521462,54,6,2018
Trinity-Bellwoods (81),2018-06-01,13,-79.4153421638998,43.65017629672643,54,6,2018
University (79),2018-06-01,9,-79.40117974868369,43.66250619981047,54,6,2018
Victoria Village (43),2018-06-01,0,-79.31487382056616,43.72848900069367,54,6,2018
Waterfront Communities-The Island (77),2018-06-01,78,-79.3772023229936,43.63388032715952,54,6,2018
West Hill (136),2018-06-01,0,-79.17667602852293,43.767490240825325,54,6,2018
West Humber-Clairville (1),2018-06-01,1,-79.59635638981665,43.71618025578886,54,6,2018
Westminster-Branson (35),2018-06-01,2,-79.45241822037676,43.77881319903913,54,6,2018
Weston (113),2018-06-01,2,-79.51572254704779,43.70271604054647,54,6,2018
Weston-Pellam Park (91),2018-06-01,0,-79.46024390773562,43.673962032485946,54,6,2018
Wexford/Maryvale (119),2018-06-01,1,-79.29863655575355,43.7485720898956,54,6,2018
Willowdale East (51),2018-06-01,3,-79.40148379055928,43.770602244553096,54,6,2018
Willowdale West (37),2018-06-01,1,-79.42755780279825,43.77121048659164,54,6,2018
Willowridge-Martingrove-Richview (7),2018-06-01,0,-79.55422105562268,43.68364495301322,54,6,2018
Woburn (137),2018-06-01,2,-79.22858575507915,43.76674020159054,54,6,2018
Woodbine Corridor (64),2018-06-01,1,-79.31540737735443,43.67677291736932,54,6,2018
Woodbine-Lumsden (60),2018-06-01,0,-79.31116352540957,43.69410673833721,54,6,2018
Wychwood (94),2018-06-01,3,-79.42551494769461,43.67691926447834,54,6,2018
Yonge-Eglinton (100),2018-06-01,1,-79.40359016622641,43.70468936092784,54,6,2018
Yonge-St.Clair (97),2018-06-01,1,-79.39787076624125,43.68785886372433,54,6,2018
York University Heights (27),2018-06-01,12,-79.48888293166782,43.76573645429017,54,6,2018
Yorkdale-Glen Park (31),2018-06-01,1,-79.45710807275005,43.71467151108852,54,6,2018
Agincourt North (129),2018-07-01,0,-79.26671216328295,43.805440562864696,55,7,2018
Agincourt South-Malvern West (128),2018-07-01,1,-79.2656118002269,43.788657536163946,55,7,2018
Alderwood (20),2018-07-01,6,-79.54161093042093,43.60493688403101,55,7,2018
Annex (95),2018-07-01,20,-79.40400062928025,43.67158543003155,55,7,2018
Banbury-Don Mills (42),2018-07-01,5,-79.34971796126571,43.73765697400432,55,7,2018
Bathurst Manor (34),2018-07-01,0,-79.45605514611319,43.76481328101867,55,7,2018
Bay Street Corridor (76),2018-07-01,63,-79.38572124534863,43.657511330997565,55,7,2018
Bayview Village (52),2018-07-01,1,-79.37711685879394,43.776360508669505,55,7,2018
Bayview Woods-Steeles (49),2018-07-01,0,-79.3821179554524,43.796801856085374,55,7,2018
Bedford Park-Nortown (39),2018-07-01,0,-79.42022735886505,43.73148619626069,55,7,2018
Beechborough-Greenbrook (112),2018-07-01,0,-79.47947250865478,43.69321648359968,55,7,2018
Bendale (127),2018-07-01,0,-79.25740036192514,43.760366271465735,55,7,2018
Birchcliffe-Cliffside (122),2018-07-01,1,-79.26509262187423,43.69468193885,55,7,2018
Black Creek (24),2018-07-01,2,-79.52197931718258,43.76489023887292,55,7,2018
Blake-Jones (69),2018-07-01,1,-79.3373941737337,43.676172877463664,55,7,2018
Briar Hill-Belgravia (108),2018-07-01,2,-79.45285129984684,43.69902437760449,55,7,2018
Bridle Path-Sunnybrook-York Mills (41),2018-07-01,0,-79.37890416227515,43.73101311194996,55,7,2018
Broadview North (57),2018-07-01,0,-79.35562951364216,43.68882511190598,55,7,2018
Brookhaven-Amesbury (30),2018-07-01,1,-79.48558926457817,43.70132629947939,55,7,2018
Cabbagetown-South St.James Town (71),2018-07-01,16,-79.36610665903528,43.66764772385686,55,7,2018
Caledonia-Fairbank (109),2018-07-01,1,-79.4552120795635,43.688568647155336,55,7,2018
Casa Loma (96),2018-07-01,2,-79.40800664807479,43.68185209508544,55,7,2018
Centennial Scarborough (133),2018-07-01,0,-79.15084326996072,43.78237648034414,55,7,2018
Church-Yonge Corridor (75),2018-07-01,39,-79.37901716162628,43.65964884944928,55,7,2018
Clairlea-Birchmount (120),2018-07-01,0,-79.28138177798613,43.71359235501493,55,7,2018
Clanton Park (33),2018-07-01,1,-79.44630257728986,43.741978417593174,55,7,2018
Cliffcrest (123),2018-07-01,0,-79.23552957479994,43.721121141067144,55,7,2018
Corso Italia-Davenport (92),2018-07-01,1,-79.44746932943953,43.67766090308253,55,7,2018
Danforth (66),2018-07-01,5,-79.32981941388597,43.68402547142561,55,7,2018
Danforth East York (59),2018-07-01,3,-79.33140338933542,43.68946809019784,55,7,2018
Don Valley Village (47),2018-07-01,0,-79.35364413195393,43.783293676309825,55,7,2018
Dorset Park (126),2018-07-01,0,-79.2789079328611,43.75927434447322,55,7,2018
Dovercourt-Wallace Emerson-Junction (93),2018-07-01,16,-79.43854070116043,43.6656769257464,55,7,2018
Downsview-Roding-CFB (26),2018-07-01,2,-79.49049738436791,43.733292312253184,55,7,2018
Dufferin Grove (83),2018-07-01,5,-79.43734103751373,43.655428330164874,55,7,2018
East End-Danforth (62),2018-07-01,9,-79.29935867382727,43.68417387262764,55,7,2018
Edenbridge-Humber Valley (9),2018-07-01,0,-79.52245776503415,43.67088588914698,55,7,2018
Eglinton East (138),2018-07-01,0,-79.24559804211357,43.74092229023796,55,7,2018
Elms-Old Rexdale (5),2018-07-01,0,-79.54898271587403,43.72151885714892,55,7,2018
Englemount-Lawrence (32),2018-07-01,0,-79.43740854668668,43.720344647265435,55,7,2018
Eringate-Centennial-West Deane (11),2018-07-01,1,-79.58044525351775,43.65801672874765,55,7,2018
