task_horizon,fold,train_end,test_start,test_end,model,MAE,RMSE,R2,total_bias,total_actual,total_predicted,nonzero_MAE,nonzero_RMSE,active_MAE,active_RMSE,n_test
1,9,128,129,129,"Poisson (area, tuned)",1.174927731136617,1.7814962699003962,0.8385169822764849,0.08803552077424642,302,328.5867272738224,1.3516647780976243,2.1664583761911858,1.3516647780976243,2.1664583761911858,141
1,9,128,129,129,Negative-binomial,1.6785784856759096,3.1154990158814284,0.5061304401482187,0.12006146798370668,302,338.2585633310794,2.1982231733586706,3.9439358397417204,2.1982231733586706,3.9439358397417204,141
1,10,129,130,130,Global mean,2.3267008467825425,4.239603330942155,-0.002552474897797863,0.1169100414638586,258,288.1627906976755,2.6305022751307345,5.725928151643017,2.3267008467825425,4.239603330942155,141
1,10,129,130,130,Neighbourhood mean,1.1517400626752432,2.076130200874977,0.7595826332272946,0.11691004146385398,258,288.1627906976743,1.564751481988144,2.6793672041067293,1.1517400626752432,2.076130200874977,141
1,10,129,130,130,Recent 12-mo mean,1.0289598108747045,2.0182261520033915,0.7728062798557574,-0.07913436692506434,258,237.5833333333334,1.4669117647058825,2.7305648641122193,1.0289598108747045,2.0182261520033915,141
1,10,129,130,130,Seasonal naive,1.702127659574468,3.1846261902507815,0.4343163990169353,0.3178294573643411,258,340,2.455882352941176,4.156851183853697,1.702127659574468,3.1846261902507815,141
1,10,129,130,130,Basis OLS (log),1.088960225862095,2.3616282791024146,0.688914516811393,-0.3286024152884662,258,173.22057685557573,1.8526370073706535,3.3036617020228847,1.088960225862095,2.3616282791024146,141
1,10,129,130,130,Basis Ridge (tuned),1.0885122778504792,2.357045241305648,0.6901207465543491,-0.3183485372612905,258,175.86607738658705,1.8325428431128623,3.294299673470562,1.0885122778504792,2.357045241305648,141
1,10,129,130,130,Poisson (compact),1.4928506753376427,2.998181985320805,0.49861349018839707,-0.1537144647861519,258,218.3416680851728,2.2502468453789835,4.155045622274775,1.4928506753376427,2.998181985320805,141
1,10,129,130,130,"Poisson (area, tuned)",1.172413898786594,2.162746341246491,0.7391037504773674,-0.01940349063236495,258,252.99389941684984,1.519716835284219,2.880703519451397,1.172413898786594,2.162746341246491,141
1,10,129,130,130,Negative-binomial,1.4388585764109842,2.9733749335878117,0.506876140870228,-0.14477411514043648,258,220.6482782937674,2.1906019072234706,4.137318128528901,1.4388585764109842,2.9733749335878117,141
1,11,130,131,131,Global mean,2.1737635082587543,3.367198785052133,-0.05238959741267801,0.5820371935756522,182,287.9307692307687,2.3924373899885745,4.820749796322977,2.1737635082587543,3.367198785052133,141
1,11,130,131,131,Neighbourhood mean,1.0937806873977087,1.776233797865352,0.7071540019630868,0.582037193575656,182,287.9307692307694,1.4526850507982583,2.334531157694758,1.0937806873977087,1.776233797865352,141
1,11,130,131,131,Recent 12-mo mean,0.8634751773049646,1.2670624303962574,0.850983258633301,0.26785714285714285,182,230.75,1.1729559748427674,1.5441612487898249,0.8634751773049646,1.2670624303962574,141
1,11,130,131,131,Seasonal naive,0.8865248226950355,1.541391100539605,0.7794714972687806,0.005494505494505495,182,183,1.509433962264151,2.136828897185981,0.8865248226950355,1.541391100539605,141
1,11,130,131,131,Basis OLS (log),0.7654845459605032,1.5811155755379285,0.7679581772489344,-0.3256674823957637,182,122.728518203971,1.6384678445957714,2.471597892021734,0.7654845459605032,1.5811155755379285,141
1,11,130,131,131,Basis Ridge (tuned),0.7668158999255694,1.5749355267058203,0.7697685790283284,-0.3132716217622274,182,124.98456483927461,1.6204468634253348,2.456848321055643,0.7668158999255694,1.5749355267058203,141
1,11,130,131,131,Poisson (compact),1.1489034318974678,2.4752820989923117,0.4312931797144869,-0.2542613235576366,182,135.72443911251014,2.1124755711133356,3.8778623584629437,1.1489034318974678,2.4752820989923117,141
1,11,130,131,131,"Poisson (area, tuned)",0.9295596647272666,1.497770921228705,0.7917764609019999,0.04116937940597029,182,189.4928270518866,1.3128525619293492,2.1566742326064965,0.9295596647272666,1.497770921228705,141
1,11,130,131,131,Negative-binomial,1.119563252475486,2.4685981904057552,0.4343603471336859,-0.2877730591002423,182,129.6253032437559,2.1427286843730866,3.9051967961192595,1.119563252475486,2.4685981904057552,141
1,12,131,132,132,Global mean,1.8619922124426598,2.0401332665876124,-1.0765805009797687,2.589026717557244,80,287.1221374045795,1.3535151197974002,2.051193910786297,1.8619922124426598,2.0401332665876124,141
1,12,131,132,132,Neighbourhood mean,1.5406312598126792,3.2846464067282355,-4.382808698168131,2.589026717557252,80,287.12213740458014,3.121925360474979,5.935844817872956,1.5406312598126792,3.2846464067282355,141
1,12,131,132,132,Recent 12-mo mean,1.1583924349881796,2.4825236276538702,-2.0748113665261347,1.8833333333333317,80,230.66666666666654,2.259259259259259,4.462506700205918,1.1583924349881796,2.4825236276538702,141
1,12,131,132,132,Seasonal naive,0.815602836879433,1.8003151812316232,-0.6170698654888591,0.6125,80,129,1.7777777777777777,2.9439202887759492,0.815602836879433,1.8003151812316232,141
1,12,131,132,132,Basis OLS (log),0.47593482014681426,1.1722061234290524,0.3144491588087074,0.15970786928207162,80,92.77662954256573,1.3161080559147451,2.1215630176082416,0.47593482014681426,1.1722061234290524,141
1,12,131,132,132,Basis Ridge (tuned),0.47978176496436065,1.1684802540871715,0.3188002936801442,0.17937086505049837,80,94.34966920403987,1.305858009198058,2.1062882358164035,0.47978176496436065,1.1684802540871715,141
1,12,131,132,132,Poisson (compact),0.596704800924186,1.0450245403879554,0.4551403151538441,0.019501451325764484,80,81.56011610606116,1.2856820842222692,1.8189289416944752,0.596704800924186,1.0450245403879554,141
1,12,131,132,132,"Poisson (area, tuned)",0.699606929174353,1.2138110874685024,0.26492120116798645,0.7838127588948275,80,142.7050207115862,1.116646011733465,2.0366776030890748,0.699606929174353,1.2138110874685024,141
1,12,131,132,132,Negative-binomial,0.5910236401618701,1.096839942398981,0.39976929081544266,-0.044346770630566114,80,76.45225834955471,1.357412129637161,1.9567078969942844,0.5910236401618701,1.096839942398981,141
